lifetime,numnode,node_pos,energy,commRange,prob,charge_pos,chargeRange,velocity,base,depot,ER,ET,EFS,EMP,b,b_energy,THRESHOLD,delta,alpha,beta,MaxTime,E_mc,E_max,e_mc,e_move,e
6714,100,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(13,52),(52,253),(52,335),(132,641),(43,705),(166,936),(218,160),(330,237),(281,374),(327,653),(207,667),(197,841),(357,122),(376,178),(446,452),(351,660),(342,770),(455,960),(559,115),(541,317),(586,341),(579,544),(582,679),(555,883),(764,133),(814,203),(806,377),(705,585),(786,717),(754,835),(839,104),(852,313),(889,357),(943,545),(943,739),(871,876)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"3.631699200006544e-05,1.2160000000079662e-05,3.533289600005141e-05,8.08234400005361e-05,4.4318880000253634e-05,7.2945280000640265e-06,3.433794400021739e-05,7.077657600046194e-05,0.000121119880000645,3.713840000030011e-05,7.353177200014472e-05,3.127340800009204e-05,3.933303600007498e-05,2.3960000000156966e-05,8.483854000052116e-05,0.00010932808800071925,0.0001597713920009678,5.6965516000254014e-05,4.7360000000310265e-05,3.72742240002264e-05,0.00011481968000019549,0.00023621798800124515,0.00023144464000102437,0.00011153401600079427,3.480000000022798e-05,0.0,3.692332800019216e-05,2.3960000000156966e-05,0.00010787680000058053,0.00018811093200031426,7.156000000046881e-05,6.057621200037477e-05,5.86404160003875e-05,0.0,7.402724000013716e-05,0.0004599252400011924,0.00036609980000198837,0.00019777116800106408,6.175865600043728e-05,9.914620800062756e-05,8.065880000036252e-05,0.00013689880000082688,0.000173804472001299,6.30733599999198e-05,0.0001183129960004914,0.0001813809280009906,1.8766272000098283e-05,0.000274862776001239,0.0005277211200036191,0.00035104448000224765,1.2680000000083069e-05,8.599485600040957e-05,5.849227200032026e-05,2.4480000000160373e-05,0.00014788896400066599,6.113952000024624e-05,5.51438600003209e-05,5.936000000038888e-05,0.00017217212400121173,0.0001954888640001755,0.00024196000000158512,0.00046803262400014757,0.0006603954400030005,0.00022017113600120196,6.880824000031005e-05,0.00011390048800041086,8.196362400054369e-05,0.0,0.00023689820000160377,0.0003198801440018784,0.0002441279200010289,0.00014478934400078992,0.0006629986240034684,0.00024618060800117727,0.0011055808000055435,0.00037124004800235963,0.00030291582400162475,4.88000000003197e-05,5.0140240000036586e-05,4.246444000015259e-05,4.7486160000117294e-05,0.00019086288800143603,0.0002821787920012699,0.0005699828320034825,0.0005559877520030287,0.0001425678480009047,0.0007666422640050019,0.0002749686520015766,3.4102760000195074e-05,0.0001430500000006063,8.179740800047064e-05,0.0,0.0,0.00010941010800007955,5.812000000038076e-05,0.00040635320000268036,0.0006281704000046399,0.0008183368000046328,0.0008813606320056735,0.0007507216480030437,0.0006465938000044389,0.0005857710000028327,9.163654400075139e-05,3.55421400000262e-05,3.2885440000184116e-05,4.8037808000350066e-05,0.00013473112000093933,7.156000000046881e-05,1.1760000000077042e-05,0.00022759459200146992,0.0007458655920031924,0.0,0.00015680000000102722,0.00012460020000045448,0.00012400866400056286,9.894748800065223e-05,7.243820400033485e-05,0.00012128275600088757,0.0001610569120007721,0.0001286445400005425,0.00011478395600039982,2.995100000010975e-05,2.260000000014806e-05,0.0003112345280015401,0.0004239630800032241,0.00016249566000088134,0.00032633216000095365,0.00024232664000103376,0.00013981184000063252,3.9292400000217494e-05,0.00012464244000080172,8.673776000057387e-05,9.874184000058329e-05,8.324000000054532e-05,2.5206432000244305e-05,2.5386480000299193e-05,0.00011420404400018924,0.0003530478880021164,0.00021072596000129275,0.0002112860880013958,0.00021326438800137914,1.2640000000082807e-05,3.780644800030331e-05,0.0,0.0001585168959998118,0.0001218400000007982,2.42536320001836e-05,4.689006400015927e-05,2.4760000000162207e-05,7.277438000023651e-05,0.00016522918800080077,0.00013665964800097007,0.00016096992000125886,0.0001388511200006839,1.248000000008176e-05,0.00013166136000070328,1.1913191999946448e-05,2.484000000016273e-05,1.2240000000080187e-05,1.2200000000079924e-05,3.207315200014271e-05,0.0001082238000002782,7.496482000021398e-05,4.612000000030214e-05,0.00011481346000060721,9.704544000059823e-05,1.9519583999954902e-05,4.987809600016924e-05,1.2240000000080187e-05,7.467592000020495e-05,3.327213600020418e-05,1.240974000000783e-05,1.1064959999883329e-05,2.4928320000018544e-05,1.1440000000074946e-05,2.3490136000202e-05,3.2298616000035806e-05,6.059128000032032e-05,3.3932348000035086e-05,5.805884000041317e-05,0.0004805470280031807,6.452320000034284e-05,5.855712800043822e-05,3.43399120000738e-05,7.335520000033924e-05,0.0001430308640011031,6.062040000016111e-05,3.512931200022518e-05,5.7148548000386154e-05,1.2240000000080187e-05,0.0004698746080032432,0.0003936987960009475,0.0001934238120014804,7.248000000047484e-05,0.00010865788800064102,5.517112000051938e-05,6.690699600023376e-05,0.0008479663840025999,0.0007787675680048789,0.0008158305320040897"
6714,100,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(166,61),(97,230),(137,473),(120,626),(140,698),(163,983),(250,100),(332,203),(284,468),(203,601),(219,674),(222,976),(391,7),(403,198),(382,499),(382,622),(398,815),(475,908),(655,146),(666,195),(665,364),(599,659),(527,755),(610,927),(788,165),(671,254),(818,439),(722,646),(712,761),(682,924),(945,152),(847,175),(920,465),(912,586),(998,693),(892,936)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"3.631699200006544e-05,1.2160000000079662e-05,3.533289600005141e-05,8.08234400005361e-05,4.4318880000253634e-05,7.2945280000640265e-06,3.433794400021739e-05,7.077657600046194e-05,0.000121119880000645,3.713840000030011e-05,7.353177200014472e-05,3.127340800009204e-05,3.933303600007498e-05,2.3960000000156966e-05,8.483854000052116e-05,0.00010932808800071925,0.0001597713920009678,5.6965516000254014e-05,4.7360000000310265e-05,3.72742240002264e-05,0.00011481968000019549,0.00023621798800124515,0.00023144464000102437,0.00011153401600079427,3.480000000022798e-05,0.0,3.692332800019216e-05,2.3960000000156966e-05,0.00010787680000058053,0.00018811093200031426,7.156000000046881e-05,6.057621200037477e-05,5.86404160003875e-05,0.0,7.402724000013716e-05,0.0004599252400011924,0.00036609980000198837,0.00019777116800106408,6.175865600043728e-05,9.914620800062756e-05,8.065880000036252e-05,0.00013689880000082688,0.000173804472001299,6.30733599999198e-05,0.0001183129960004914,0.0001813809280009906,1.8766272000098283e-05,0.000274862776001239,0.0005277211200036191,0.00035104448000224765,1.2680000000083069e-05,8.599485600040957e-05,5.849227200032026e-05,2.4480000000160373e-05,0.00014788896400066599,6.113952000024624e-05,5.51438600003209e-05,5.936000000038888e-05,0.00017217212400121173,0.0001954888640001755,0.00024196000000158512,0.00046803262400014757,0.0006603954400030005,0.00022017113600120196,6.880824000031005e-05,0.00011390048800041086,8.196362400054369e-05,0.0,0.00023689820000160377,0.0003198801440018784,0.0002441279200010289,0.00014478934400078992,0.0006629986240034684,0.00024618060800117727,0.0011055808000055435,0.00037124004800235963,0.00030291582400162475,4.88000000003197e-05,5.0140240000036586e-05,4.246444000015259e-05,4.7486160000117294e-05,0.00019086288800143603,0.0002821787920012699,0.0005699828320034825,0.0005559877520030287,0.0001425678480009047,0.0007666422640050019,0.0002749686520015766,3.4102760000195074e-05,0.0001430500000006063,8.179740800047064e-05,0.0,0.0,0.00010941010800007955,5.812000000038076e-05,0.00040635320000268036,0.0006281704000046399,0.0008183368000046328,0.0008813606320056735,0.0007507216480030437,0.0006465938000044389,0.0005857710000028327,9.163654400075139e-05,3.55421400000262e-05,3.2885440000184116e-05,4.8037808000350066e-05,0.00013473112000093933,7.156000000046881e-05,1.1760000000077042e-05,0.00022759459200146992,0.0007458655920031924,0.0,0.00015680000000102722,0.00012460020000045448,0.00012400866400056286,9.894748800065223e-05,7.243820400033485e-05,0.00012128275600088757,0.0001610569120007721,0.0001286445400005425,0.00011478395600039982,2.995100000010975e-05,2.260000000014806e-05,0.0003112345280015401,0.0004239630800032241,0.00016249566000088134,0.00032633216000095365,0.00024232664000103376,0.00013981184000063252,3.9292400000217494e-05,0.00012464244000080172,8.673776000057387e-05,9.874184000058329e-05,8.324000000054532e-05,2.5206432000244305e-05,2.5386480000299193e-05,0.00011420404400018924,0.0003530478880021164,0.00021072596000129275,0.0002112860880013958,0.00021326438800137914,1.2640000000082807e-05,3.780644800030331e-05,0.0,0.0001585168959998118,0.0001218400000007982,2.42536320001836e-05,4.689006400015927e-05,2.4760000000162207e-05,7.277438000023651e-05,0.00016522918800080077,0.00013665964800097007,0.00016096992000125886,0.0001388511200006839,1.248000000008176e-05,0.00013166136000070328,1.1913191999946448e-05,2.484000000016273e-05,1.2240000000080187e-05,1.2200000000079924e-05,3.207315200014271e-05,0.0001082238000002782,7.496482000021398e-05,4.612000000030214e-05,0.00011481346000060721,9.704544000059823e-05,1.9519583999954902e-05,4.987809600016924e-05,1.2240000000080187e-05,7.467592000020495e-05,3.327213600020418e-05,1.240974000000783e-05,1.1064959999883329e-05,2.4928320000018544e-05,1.1440000000074946e-05,2.3490136000202e-05,3.2298616000035806e-05,6.059128000032032e-05,3.3932348000035086e-05,5.805884000041317e-05,0.0004805470280031807,6.452320000034284e-05,5.855712800043822e-05,3.43399120000738e-05,7.335520000033924e-05,0.0001430308640011031,6.062040000016111e-05,3.512931200022518e-05,5.7148548000386154e-05,1.2240000000080187e-05,0.0004698746080032432,0.0003936987960009475,0.0001934238120014804,7.248000000047484e-05,0.00010865788800064102,5.517112000051938e-05,6.690699600023376e-05,0.0008479663840025999,0.0007787675680048789,0.0008158305320040897"
6714,300,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(99,147),(93,273),(14,457),(54,594),(34,698),(118,975),(241,47),(288,254),(225,455),(235,621),(186,814),(181,961),(422,109),(483,295),(356,388),(370,626),(385,705),(486,838),(660,74),(562,198),(547,381),(628,584),(645,789),(644,877),(695,129),(671,302),(710,361),(819,543),(827,719),(685,992),(922,8),(908,293),(935,483),(879,618),(976,709),(947,923)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"3.631699200006544e-05,1.2160000000079662e-05,3.533289600005141e-05,8.08234400005361e-05,4.4318880000253634e-05,7.2945280000640265e-06,3.433794400021739e-05,7.077657600046194e-05,0.000121119880000645,3.713840000030011e-05,7.353177200014472e-05,3.127340800009204e-05,3.933303600007498e-05,2.3960000000156966e-05,8.483854000052116e-05,0.00010932808800071925,0.0001597713920009678,5.6965516000254014e-05,4.7360000000310265e-05,3.72742240002264e-05,0.00011481968000019549,0.00023621798800124515,0.00023144464000102437,0.00011153401600079427,3.480000000022798e-05,0.0,3.692332800019216e-05,2.3960000000156966e-05,0.00010787680000058053,0.00018811093200031426,7.156000000046881e-05,6.057621200037477e-05,5.86404160003875e-05,0.0,7.402724000013716e-05,0.0004599252400011924,0.00036609980000198837,0.00019777116800106408,6.175865600043728e-05,9.914620800062756e-05,8.065880000036252e-05,0.00013689880000082688,0.000173804472001299,6.30733599999198e-05,0.0001183129960004914,0.0001813809280009906,1.8766272000098283e-05,0.000274862776001239,0.0005277211200036191,0.00035104448000224765,1.2680000000083069e-05,8.599485600040957e-05,5.849227200032026e-05,2.4480000000160373e-05,0.00014788896400066599,6.113952000024624e-05,5.51438600003209e-05,5.936000000038888e-05,0.00017217212400121173,0.0001954888640001755,0.00024196000000158512,0.00046803262400014757,0.0006603954400030005,0.00022017113600120196,6.880824000031005e-05,0.00011390048800041086,8.196362400054369e-05,0.0,0.00023689820000160377,0.0003198801440018784,0.0002441279200010289,0.00014478934400078992,0.0006629986240034684,0.00024618060800117727,0.0011055808000055435,0.00037124004800235963,0.00030291582400162475,4.88000000003197e-05,5.0140240000036586e-05,4.246444000015259e-05,4.7486160000117294e-05,0.00019086288800143603,0.0002821787920012699,0.0005699828320034825,0.0005559877520030287,0.0001425678480009047,0.0007666422640050019,0.0002749686520015766,3.4102760000195074e-05,0.0001430500000006063,8.179740800047064e-05,0.0,0.0,0.00010941010800007955,5.812000000038076e-05,0.00040635320000268036,0.0006281704000046399,0.0008183368000046328,0.0008813606320056735,0.0007507216480030437,0.0006465938000044389,0.0005857710000028327,9.163654400075139e-05,3.55421400000262e-05,3.2885440000184116e-05,4.8037808000350066e-05,0.00013473112000093933,7.156000000046881e-05,1.1760000000077042e-05,0.00022759459200146992,0.0007458655920031924,0.0,0.00015680000000102722,0.00012460020000045448,0.00012400866400056286,9.894748800065223e-05,7.243820400033485e-05,0.00012128275600088757,0.0001610569120007721,0.0001286445400005425,0.00011478395600039982,2.995100000010975e-05,2.260000000014806e-05,0.0003112345280015401,0.0004239630800032241,0.00016249566000088134,0.00032633216000095365,0.00024232664000103376,0.00013981184000063252,3.9292400000217494e-05,0.00012464244000080172,8.673776000057387e-05,9.874184000058329e-05,8.324000000054532e-05,2.5206432000244305e-05,2.5386480000299193e-05,0.00011420404400018924,0.0003530478880021164,0.00021072596000129275,0.0002112860880013958,0.00021326438800137914,1.2640000000082807e-05,3.780644800030331e-05,0.0,0.0001585168959998118,0.0001218400000007982,2.42536320001836e-05,4.689006400015927e-05,2.4760000000162207e-05,7.277438000023651e-05,0.00016522918800080077,0.00013665964800097007,0.00016096992000125886,0.0001388511200006839,1.248000000008176e-05,0.00013166136000070328,1.1913191999946448e-05,2.484000000016273e-05,1.2240000000080187e-05,1.2200000000079924e-05,3.207315200014271e-05,0.0001082238000002782,7.496482000021398e-05,4.612000000030214e-05,0.00011481346000060721,9.704544000059823e-05,1.9519583999954902e-05,4.987809600016924e-05,1.2240000000080187e-05,7.467592000020495e-05,3.327213600020418e-05,1.240974000000783e-05,1.1064959999883329e-05,2.4928320000018544e-05,1.1440000000074946e-05,2.3490136000202e-05,3.2298616000035806e-05,6.059128000032032e-05,3.3932348000035086e-05,5.805884000041317e-05,0.0004805470280031807,6.452320000034284e-05,5.855712800043822e-05,3.43399120000738e-05,7.335520000033924e-05,0.0001430308640011031,6.062040000016111e-05,3.512931200022518e-05,5.7148548000386154e-05,1.2240000000080187e-05,0.0004698746080032432,0.0003936987960009475,0.0001934238120014804,7.248000000047484e-05,0.00010865788800064102,5.517112000051938e-05,6.690699600023376e-05,0.0008479663840025999,0.0007787675680048789,0.0008158305320040897"
6714,500,"(37,24),(75,38),(183,38),(345,58),(370,27),(479,57),(551,3),(604,25),(711,69),(778,5),(802,62),(965,21),(26,95),(94,132),(179,140),(283,86),(296,124),(386,75),(449,75),(559,114),(622,87),(668,123),(752,135),(818,121),(918,112),(960,92),(21,189),(72,160),(173,161),(246,182),(290,213),(377,159),(434,177),(513,212),(611,172),(698,207),(717,163),(793,143),(985,187),(28,261),(78,268),(197,229),(246,236),(288,279),(402,225),(439,266),(511,274),(602,249),(700,276),(750,255),(785,217),(894,282),(972,225),(9,306),(93,300),(197,342),(256,342),(294,307),(408,290),(465,340),(526,305),(590,315),(653,289),(775,300),(812,329),(915,291),(939,301),(54,382),(121,367),(192,400),(269,368),(346,416),(425,416),(445,382),(525,418),(581,383),(646,360),(762,373),(835,399),(857,390),(59,465),(141,444),(188,467),(253,446),(311,498),(362,436),(540,467),(711,485),(732,428),(853,499),(869,483),(976,495),(31,511),(114,516),(195,519),(285,517),(346,544),(408,529),(500,527),(640,502),(693,548),(716,509),(889,515),(947,530),(19,631),(98,586),(183,621),(252,598),(321,580),(402,629),(467,590),(576,620),(785,633),(843,636),(872,606),(938,610),(61,655),(129,670),(212,664),(239,654),(287,688),(387,644),(488,709),(537,705),(575,653),(685,674),(763,649),(796,692),(908,678),(988,670),(105,778),(160,716),(234,739),(356,722),(377,737),(470,741),(546,781),(609,717),(644,769),(742,722),(816,761),(924,769),(964,717),(17,797),(165,827),(230,855),(324,794),(470,820),(511,814),(583,837),(678,800),(716,838),(853,792),(883,853),(33,910),(203,871),(338,904),(362,906),(479,900),(536,894),(577,867),(680,895),(749,927),(828,907),(896,909),(937,911),(26,938),(87,973),(143,970),(261,962),(308,987),(402,963),(465,962),(570,964),(581,962),(644,992),(756,964),(871,987),(947,998),(235,889),(660,349),(911,7),(256,699),(54,757),(102,900),(102,830),(837,959),(985,859),(402,801),(301,846),(516,625),(699,607),(794,516),(922,349),(912,219),(881,57),(247,47),(583,465),(465,468),(456,545),",10,80,"3, 3, 4, 4, 4, 2, 2, 3, 2, -6","(162,79),(37,312),(119,378),(8,524),(135,812),(145,850),(221,153),(253,256),(295,457),(257,506),(268,773),(305,966),(419,155),(483,197),(492,381),(363,518),(413,671),(405,855),(623,119),(586,318),(555,445),(573,647),(520,714),(621,889),(759,14),(708,272),(750,399),(748,643),(833,758),(746,877),(837,123),(998,184),(908,375),(931,656),(989,807),(981,845)",1000000000,5.01,"(500, 500)","(0, 0)",1E-07,5E-08,1E-11,1.3E-15,400,40,0.01,10,36.01,30.01,20000,100,500,10,0.01,"3.631699200006544e-05,1.2160000000079662e-05,3.533289600005141e-05,8.08234400005361e-05,4.4318880000253634e-05,7.2945280000640265e-06,3.433794400021739e-05,7.077657600046194e-05,0.000121119880000645,3.713840000030011e-05,7.353177200014472e-05,3.127340800009204e-05,3.933303600007498e-05,2.3960000000156966e-05,8.483854000052116e-05,0.00010932808800071925,0.0001597713920009678,5.6965516000254014e-05,4.7360000000310265e-05,3.72742240002264e-05,0.00011481968000019549,0.00023621798800124515,0.00023144464000102437,0.00011153401600079427,3.480000000022798e-05,0.0,3.692332800019216e-05,2.3960000000156966e-05,0.00010787680000058053,0.00018811093200031426,7.156000000046881e-05,6.057621200037477e-05,5.86404160003875e-05,0.0,7.402724000013716e-05,0.0004599252400011924,0.00036609980000198837,0.00019777116800106408,6.175865600043728e-05,9.914620800062756e-05,8.065880000036252e-05,0.00013689880000082688,0.000173804472001299,6.30733599999198e-05,0.0001183129960004914,0.0001813809280009906,1.8766272000098283e-05,0.000274862776001239,0.0005277211200036191,0.00035104448000224765,1.2680000000083069e-05,8.599485600040957e-05,5.849227200032026e-05,2.4480000000160373e-05,0.00014788896400066599,6.113952000024624e-05,5.51438600003209e-05,5.936000000038888e-05,0.00017217212400121173,0.0001954888640001755,0.00024196000000158512,0.00046803262400014757,0.0006603954400030005,0.00022017113600120196,6.880824000031005e-05,0.00011390048800041086,8.196362400054369e-05,0.0,0.00023689820000160377,0.0003198801440018784,0.0002441279200010289,0.00014478934400078992,0.0006629986240034684,0.00024618060800117727,0.0011055808000055435,0.00037124004800235963,0.00030291582400162475,4.88000000003197e-05,5.0140240000036586e-05,4.246444000015259e-05,4.7486160000117294e-05,0.00019086288800143603,0.0002821787920012699,0.0005699828320034825,0.0005559877520030287,0.0001425678480009047,0.0007666422640050019,0.0002749686520015766,3.4102760000195074e-05,0.0001430500000006063,8.179740800047064e-05,0.0,0.0,0.00010941010800007955,5.812000000038076e-05,0.00040635320000268036,0.0006281704000046399,0.0008183368000046328,0.0008813606320056735,0.0007507216480030437,0.0006465938000044389,0.0005857710000028327,9.163654400075139e-05,3.55421400000262e-05,3.2885440000184116e-05,4.8037808000350066e-05,0.00013473112000093933,7.156000000046881e-05,1.1760000000077042e-05,0.00022759459200146992,0.0007458655920031924,0.0,0.00015680000000102722,0.00012460020000045448,0.00012400866400056286,9.894748800065223e-05,7.243820400033485e-05,0.00012128275600088757,0.0001610569120007721,0.0001286445400005425,0.00011478395600039982,2.995100000010975e-05,2.260000000014806e-05,0.0003112345280015401,0.0004239630800032241,0.00016249566000088134,0.00032633216000095365,0.00024232664000103376,0.00013981184000063252,3.9292400000217494e-05,0.00012464244000080172,8.673776000057387e-05,9.874184000058329e-05,8.324000000054532e-05,2.5206432000244305e-05,2.5386480000299193e-05,0.00011420404400018924,0.0003530478880021164,0.00021072596000129275,0.0002112860880013958,0.00021326438800137914,1.2640000000082807e-05,3.780644800030331e-05,0.0,0.0001585168959998118,0.0001218400000007982,2.42536320001836e-05,4.689006400015927e-05,2.4760000000162207e-05,7.277438000023651e-05,0.00016522918800080077,0.00013665964800097007,0.00016096992000125886,0.0001388511200006839,1.248000000008176e-05,0.00013166136000070328,1.1913191999946448e-05,2.484000000016273e-05,1.2240000000080187e-05,1.2200000000079924e-05,3.207315200014271e-05,0.0001082238000002782,7.496482000021398e-05,4.612000000030214e-05,0.00011481346000060721,9.704544000059823e-05,1.9519583999954902e-05,4.987809600016924e-05,1.2240000000080187e-05,7.467592000020495e-05,3.327213600020418e-05,1.240974000000783e-05,1.1064959999883329e-05,2.4928320000018544e-05,1.1440000000074946e-05,2.3490136000202e-05,3.2298616000035806e-05,6.059128000032032e-05,3.3932348000035086e-05,5.805884000041317e-05,0.0004805470280031807,6.452320000034284e-05,5.855712800043822e-05,3.43399120000738e-05,7.335520000033924e-05,0.0001430308640011031,6.062040000016111e-05,3.512931200022518e-05,5.7148548000386154e-05,1.2240000000080187e-05,0.0004698746080032432,0.0003936987960009475,0.0001934238120014804,7.248000000047484e-05,0.00010865788800064102,5.517112000051938e-05,6.690699600023376e-05,0.0008479663840025999,0.0007787675680048789,0.0008158305320040897"
